NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S
 31011001;ARBAS;42.996500;0.908833;405;20230111;2.8;1;1.1;1;449;9;10.0;1;1052;9;5.7;1;5.6;1;8.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230112;0.2;1;0.1;1;800;9;13.9;1;1335;9;4.9;1;7.0;1;13.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230113;0.0;1;3.0;1;2209;9;14.3;1;1233;9;8.0;1;8.7;1;11.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230114;0.0;1;0.1;1;529;9;17.8;1;1327;9;6.4;1;9.0;1;17.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230115;11.9;1;1.6;1;525;9;10.5;1;442;9;3.8;1;6.1;1;8.9;1;;;;;81;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230116;41.4;1;-0.5;1;2142;9;8.6;1;424;9;4.7;1;4.1;1;9.1;1;;;;;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230117;10.3;1;2.3;1;1755;9;8.3;1;624;9;4.7;1;5.3;1;6.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230118;1.2;1;0.8;1;1758;9;6.9;1;1347;9;3.4;1;3.9;1;6.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230119;12.2;1;0.9;1;1801;9;10.7;1;2042;9;5.2;1;5.8;1;9.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230120;0.2;1;0.9;1;604;9;7.0;1;1147;9;2.1;1;4.0;1;6.1;1;;;;;229;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230121;0.0;1;-3.1;1;409;9;3.9;1;1125;9;0.7;1;0.4;1;7.0;1;;;;;556;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230122;0.0;1;-4.8;1;638;9;4.1;1;1524;9;-0.2;1;-0.4;1;8.9;1;;;;;879;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230123;0.0;1;-1.6;1;2331;9;-0.1;1;1157;9;-0.9;1;-0.9;1;1.5;1;;;;;1440;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230124;0.4;1;-1.9;1;743;9;4.9;1;1459;9;0.4;1;1.5;1;6.8;1;;;;;715;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230125;0.0;1;-4.4;1;644;9;2.5;1;1241;9;-0.2;1;-1.0;1;6.9;1;;;;;610;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230126;0.2;1;0.2;1;459;9;2.4;1;952;9;1.2;1;1.3;1;2.2;1;;;;;43;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230127;0.4;1;-0.5;1;12;9;2.9;1;1504;9;1.3;1;1.2;1;3.4;1;;;;;161;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230128;0.6;1;0.6;1;711;9;3.5;1;1400;9;1.6;1;2.1;1;2.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230129;0.4;1;0.3;1;15;9;3.2;1;1336;9;1.4;1;1.8;1;2.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230130;0.0;1;-1.0;1;804;9;6.3;1;1454;9;1.0;1;2.7;1;7.3;1;;;;;471;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230131;0.2;1;-4.0;1;814;9;10.6;1;1407;9;2.4;1;3.3;1;14.6;1;;;;;558;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230201;0.0;1;2.4;1;819;9;10.2;1;1111;9;5.0;1;6.3;1;7.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230202;0.0;1;-2.5;1;800;9;11.5;1;1432;9;2.5;1;4.5;1;14.0;1;;;;;538;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230203;0.2;1;-4.0;1;752;9;13.3;1;1442;9;2.0;1;4.7;1;17.3;1;;;;;709;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230204;0.2;1;-2.7;1;810;9;12.2;1;1509;9;2.9;1;4.8;1;14.9;1;;;;;543;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230205;0.0;1;-0.9;1;130;9;8.9;1;1305;9;4.2;1;4.0;1;9.8;1;;;;;134;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230206;0.0;1;-0.3;1;824;9;10.1;1;1341;9;3.9;1;4.9;1;10.4;1;;;;;103;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230207;0.0;1;-2.5;1;130;9;8.8;1;1532;9;1.6;1;3.2;1;11.3;1;;;;;644;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230208;0.0;1;-4.2;1;656;9;8.5;1;1337;9;0.7;1;2.2;1;12.7;1;;;;;806;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230209;0.2;1;-4.6;1;731;9;10.2;1;1408;9;1.9;1;2.8;1;14.8;1;;;;;600;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230210;0.0;1;-4.5;1;705;9;11.8;1;1352;9;1.5;1;3.7;1;16.3;1;;;;;812;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230211;0.2;1;-6.7;1;702;9;13.1;1;1515;9;0.9;1;3.2;1;19.8;1;;;;;832;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230212;0.0;1;-5.7;1;617;9;15.6;1;1516;9;2.6;1;5.0;1;21.3;1;;;;;667;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230213;0.2;1;-4.4;1;705;9;16.6;1;1432;9;3.7;1;6.1;1;21.0;1;;;;;672;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230214;0.0;1;-4.1;1;601;9;16.7;1;1418;9;4.3;1;6.3;1;20.8;1;;;;;529;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230215;0.0;1;-2.0;1;643;9;16.5;1;1357;9;5.4;1;7.3;1;18.5;1;;;;;306;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230216;0.0;1;-3.7;1;631;9;18.0;1;1453;9;5.1;1;7.2;1;21.7;1;;;;;475;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230217;0.2;1;-2.0;1;657;9;18.4;1;1332;9;6.6;1;8.2;1;20.4;1;;;;;354;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230218;0.0;1;-1.1;1;639;9;19.9;1;1402;9;7.4;1;9.4;1;21.0;1;;;;;273;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230219;0.2;1;0.4;1;436;9;18.8;1;1546;9;7.9;1;9.6;1;18.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230220;0.0;1;0.0;1;659;9;21.6;1;1353;9;8.7;1;10.8;1;21.6;1;;;;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230221;0.0;1;2.3;1;416;9;20.5;1;1347;9;9.5;1;11.4;1;18.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230222;2.4;1;3.6;1;348;9;13.3;1;1324;9;8.5;1;8.5;1;9.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230223;7.8;1;3.5;1;418;9;8.5;1;1355;9;5.6;1;6.0;1;5.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230224;0.0;1;1.1;1;742;9;11.2;1;1241;9;4.3;1;6.2;1;10.1;1;;;;;21;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230225;2.0;1;-3.1;1;543;9;8.8;1;1420;9;3.7;1;2.9;1;11.9;1;;;;;505;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230226;0.4;1;1.9;1;952;9;4.7;1;1449;9;2.9;1;3.3;1;2.8;1;;;;;26;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230227;1.4;1;-3.2;1;436;9;0.8;1;1334;9;-1.2;1;-1.2;1;4.0;1;;;;;1260;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230228;0.2;1;-1.0;1;1804;9;3.6;1;1428;9;1.1;1;1.3;1;4.6;1;;;;;582;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230301;0.0;1;-0.9;1;2238;9;4.5;1;1448;9;1.5;1;1.8;1;5.4;1;;;;;368;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230302;3.0;1;-0.9;1;2305;9;6.0;1;1152;9;2.7;1;2.6;1;6.9;1;;;;;211;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230303;0.0;1;1.9;1;241;9;7.5;1;1403;9;4.2;1;4.7;1;5.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230304;0.4;1;2.9;1;617;9;10.1;1;1504;9;5.2;1;6.5;1;7.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230305;0.0;1;-1.7;1;505;9;13.9;1;1458;9;4.8;1;6.1;1;15.6;1;;;;;321;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230306;0.0;1;-1.2;1;321;9;12.0;1;1444;9;4.7;1;5.4;1;13.2;1;;;;;201;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230307;2.8;1;-1.6;1;516;9;16.6;1;1202;9;6.3;1;7.5;1;18.2;1;;;;;227;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230308;3.0;1;2.8;1;105;9;21.9;1;1249;9;11.3;1;12.4;1;19.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230309;3.2;1;7.2;1;700;9;20.5;1;1407;9;11.7;1;13.9;1;13.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230310;0.2;1;6.1;1;10;9;19.6;1;2153;9;13.7;1;12.9;1;13.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230311;3.6;1;12.2;1;1911;9;16.7;1;601;9;15.6;1;14.5;1;4.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230312;0.2;1;11.8;1;630;9;21.4;1;1447;9;14.7;1;16.6;1;9.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230313;15.9;1;7.1;1;544;9;23.9;1;1421;9;13.8;1;15.5;1;16.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230314;1.4;1;8.6;1;2336;9;12.8;1;1049;9;10.4;1;10.7;1;4.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230315;0.0;1;5.6;1;335;9;17.2;1;1347;9;10.3;1;11.4;1;11.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230316;0.0;1;1.0;1;508;9;23.4;1;1523;9;10.5;1;12.2;1;22.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230317;0.0;1;6.4;1;2211;9;18.7;1;1439;9;10.9;1;12.6;1;12.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230318;4.4;1;4.1;1;110;9;16.2;1;1238;9;9.9;1;10.2;1;12.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230319;0.2;1;7.9;1;57;9;15.9;1;1310;9;11.1;1;11.9;1;8.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230320;0.0;1;7.5;1;604;9;17.9;1;1444;9;10.7;1;12.7;1;10.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230321;0.0;1;1.5;1;529;9;18.4;1;1406;9;9.8;1;10.0;1;16.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230322;0.0;1;1.6;1;448;9;23.5;1;1255;9;12.9;1;12.6;1;21.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230323;0.0;1;6.0;1;353;9;23.5;1;1347;9;14.3;1;14.8;1;17.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230324;2.4;1;8.1;1;548;9;18.1;1;901;9;11.2;1;13.1;1;10.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230325;0.2;1;4.0;1;651;9;18.7;1;1549;9;10.6;1;11.4;1;14.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230326;10.0;1;5.4;1;11;9;14.9;1;1352;9;10.8;1;10.2;1;9.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230327;1.6;1;7.3;1;646;9;14.3;1;1247;9;9.6;1;10.8;1;7.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230328;0.0;1;1.2;1;502;9;23.7;1;1623;9;11.1;1;12.5;1;22.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230329;0.0;1;5.5;1;315;9;27.6;1;1220;9;16.0;1;16.6;1;22.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230330;0.0;1;8.7;1;627;9;21.3;1;1427;9;14.4;1;15.0;1;12.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230331;0.2;1;8.2;1;443;9;13.5;1;823;9;11.8;1;10.9;1;5.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230401;16.1;1;6.3;1;1640;9;14.4;1;1048;9;9.8;1;10.4;1;8.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230402;24.7;1;4.9;1;2014;9;13.0;1;1404;9;7.9;1;9.0;1;8.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230403;1.4;1;6.0;1;338;9;13.2;1;1304;9;8.3;1;9.6;1;7.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230404;0.0;1;2.8;1;447;9;14.9;1;1435;9;8.3;1;8.9;1;12.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230405;0.2;1;-0.8;1;404;9;16.8;1;1426;9;8.0;1;8.0;1;17.6;1;;;;;100;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230406;0.0;1;1.5;1;254;9;18.8;1;1407;9;9.3;1;10.2;1;17.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230407;0.0;1;1.3;1;325;9;19.6;1;1513;9;10.5;1;10.5;1;18.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230408;0.0;1;2.0;1;514;9;20.2;1;1421;9;11.0;1;11.1;1;18.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230409;0.0;1;1.5;1;509;9;22.4;1;1450;9;12.5;1;12.0;1;20.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230410;0.0;1;6.8;1;126;9;21.1;1;1331;9;13.9;1;14.0;1;14.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230411;0.0;1;8.8;1;152;9;15.8;1;1459;9;12.5;1;12.3;1;7.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230412;15.3;1;4.5;1;452;9;17.3;1;921;9;9.1;1;10.9;1;12.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230413;4.4;1;3.3;1;514;9;10.9;1;1135;9;7.2;1;7.1;1;7.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230414;7.2;1;6.3;1;505;9;16.1;1;1226;9;10.6;1;11.2;1;9.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230415;2.4;1;9.2;1;14;9;15.2;1;1521;9;10.6;1;12.2;1;6.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230416;0.0;1;3.5;1;541;9;15.5;1;1330;9;10.1;1;9.5;1;12.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230417;0.8;1;2.0;1;531;9;17.4;1;1311;9;10.3;1;9.7;1;15.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230418;0.0;1;4.0;1;519;9;17.1;1;1246;9;10.6;1;10.6;1;13.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230419;0.2;1;1.7;1;523;9;22.9;1;1425;9;12.4;1;12.3;1;21.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230420;0.0;1;5.0;1;327;9;22.8;1;1339;9;14.2;1;13.9;1;17.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230421;0.0;1;5.7;1;549;9;24.6;1;1433;9;15.1;1;15.2;1;18.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230422;2.2;1;11.3;1;425;9;14.4;1;1006;9;12.1;1;12.9;1;3.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230423;8.0;1;4.6;1;505;9;19.3;1;1050;9;10.9;1;12.0;1;14.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230424;2.4;1;6.1;1;401;9;20.8;1;1353;9;13.3;1;13.5;1;14.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230425;7.4;1;12.4;1;258;9;18.7;1;1211;9;14.9;1;15.6;1;6.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230426;0.0;1;13.0;1;431;9;19.1;1;1552;9;15.9;1;16.1;1;6.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230427;0.2;1;11.0;1;502;9;26.8;1;1524;9;18.4;1;18.9;1;15.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230428;0.0;1;10.2;1;504;9;26.8;1;1355;9;18.2;1;18.5;1;16.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230429;17.9;1;13.9;1;1;9;18.7;1;1417;9;15.7;1;16.3;1;4.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230430;0.4;1;12.3;1;532;9;19.5;1;1447;9;13.9;1;15.9;1;7.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230501;0.0;1;11.8;1;2334;9;19.1;1;1651;9;14.2;1;15.5;1;7.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230502;0.0;1;8.1;1;454;9;23.0;1;1630;9;14.2;1;15.6;1;14.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 31011001;ARBAS;42.996500;0.908833;405;20230503;0.0;1;4.9;1;433;9;28.3;1;1453;9;16.0;1;16.6;1;23.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
